"...1","ContactID","Country of Programming","Gender","Nationality","Speaks.English","Speaks.Arabic","Speaks.Amazigh","Speaks.French","Age","Beneficiary.Specialization","Level.of.Education","Highest.Education.Graduation.Date","Currently.Studying","Current.Institution.Type","EFE.Graduation.Date","X..of.Days.Since.Graduation","Mailing.City","Mailing.State.Province","Last.Reached.By.Survey","Number.Days.Until.Job.Placement","Earliest.Job.Placement.Start.Date","Earliest.Job.Placement.Type","Retained.Job.as.of.last.Status.Check","Number.Days.Retained.Job","Continuously.Working","X..Of.Days.Continuously.Working","pl_grad","pl_grad_data","pl_3","pl_3_data","pl_6","pl_6_data","pl_9","pl_9_data","pl_12","pl_12_data","X3.Month.Job.Retention","X3.Month.Continuously.Working","X3.Month.Post.Placement.Data.Avail.YES","X6.Month.Job.Retention","X6.Month.Continuously.Working","X6.Month.Post.Placement.Data.Avail.YES","X9.Month.Job.Retention","X9.Month.Continuously.Working","X9.Month.Post.Placement.Data.Avail.YES","X12.Month.Job.Retention","X12.Month.Continuously.Working","X12.Month.Post.Placement.Data.Avail.YES","Contact.Record.Type.y","Application.Status","Application..Created.Date","Program.would.you.like.to.apply.","Marital.Status","Expected.Graduation.Date","Currently.Working.","Currently.Looking.for.Job.","Duration.Looking.for.Job","Main.Obstacle.to.Secure.Job","Other.Obstacle","Current.Position.Type","Current.Contract.Type","Other.Contract.Type..Current.","Fixed.Term.Contract.Length..Current.","Current.Business.Start.Date","How.Created.Current.Business","Current.Business.Registered.","Business.Generating.Revenue.","Has.Had.Internship","Current.Internship.Start.Date","Has.Had.Paid.Job","Current.Employment.Start.Date","Received.Prior.Prof.Skills.Training.","Motivation.for.Training","Other.Motivation.for.Training","How.Learned.of.EFE","X1st.Preferred.Industry.of.Employment","X2nd.Preferred.Industry.of.Employment","Preferred.Industry.Other","Commit.to.Participation...Attendance","Number.Family.Members","Number.Family.Members.Working","Monthly.Family.Income","Previous.Work.Experience","Number.of.Previous.Jobs","Job.Tenure.in.Months..First.","First.Previous.Job.Salary","Reason.Left.Job..First.","Job.Tenure.in.Months..Second.","Second.Previous.Job.Salary","Reason.Left.Job..Second.","Job.Tenure.in.Months..Third.","Third.Previous.Job.Salary","Reason.Left.Job..Third.","Received.Other.Scholarship.","Scholarship.Details","Registered.Under.Social.Security","Internally.Displaced.Person.","Lives.in.IDP.camp.or.shelter.","Against.attending.training.online.","Strength.of.Applicant.Internet","Against.working.in.mixed.environment.","Years.of.Experience","English.Proficiency","Computer.Proficiency","NumApps","months_job","sorting","Retention_6_months","Retention at 6 Months","Retention_3_months","Retention at 3 Months","Retention_9_months","Retention at 9 Months","Retention_12_months","Retention at 12 Months","ConfidencePost","ConfidencePre","ConfidenceChange","ConfidencePercent","EfficacyPost","EfficacyPre","EfficacyChange","EfficacyPercent"
5705,612,"Jordan Beneficiary","Female","Syria",0,1,0,0,35,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Karak",2022-01-19 10:53:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-01-27,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Help Me Find a Job",NA,"Friend","Factory production",NA,NA,"Yes",5,1,200,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5706,607,"Jordan Beneficiary","Female","Syria",0,1,0,0,20,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Mafraq",2021-05-04 13:58:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-01-27,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",8,1,150,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5707,637,"Jordan Beneficiary","Female","Syria",0,1,0,0,28,NA,"Tawjihi ? Incomplete",NA,0,"NA",2021-01-31,627,NA,"Mafraq",2022-01-24 04:13:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-01-27,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",5,1,200,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5708,639,"Jordan Beneficiary","Female","Syria",0,1,0,0,34,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Mafraq",2022-01-19 09:07:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-01-27,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",5,1,50,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5709,611,"Jordan Beneficiary","Female","Syria",0,1,0,0,32,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Karak",2022-01-23 08:06:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-01-27,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Help Me Find a Job",NA,"Friend","Factory production",NA,NA,"Yes",5,1,175,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5710,615,"Jordan Beneficiary","Female","Syria",0,1,0,0,38,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Karak",2022-01-19 10:54:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-01-27,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Help Me Find a Job",NA,"Friend","Factory production",NA,NA,"Yes",6,1,140,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5711,1450,"Jordan Beneficiary","Female","Syria",0,1,0,0,38,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Mafraq",2022-01-19 09:32:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-04-22,"Job Training and Placement","Divorced",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Help Me Find a Job",NA,"Friend","Factory production",NA,NA,"No",7,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5712,1070,"Jordan Beneficiary","Male","Jordan",0,1,0,0,20,NA,"Below Tawjihi",NA,0,"NA",2021-09-30,385,NA,"East Amman",2022-09-14 03:26:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-03-01,"Job Training and Placement","Single",NA,"No","Yes","3 Months or Less","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Automotive/Mechanic",NA,NA,"Yes",0,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5713,619,"Jordan Beneficiary","Female","Syria",0,1,0,0,23,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Karak",2022-01-19 10:52:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-01-27,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Help Me Find a Job",NA,"Friend","Factory production",NA,NA,"Yes",4,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5714,625,"Jordan Beneficiary","Female","Syria",0,1,0,0,36,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Karak",2022-01-23 08:03:59,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-01-27,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Help Me Find a Job",NA,"Friend","Factory production",NA,NA,"Yes",6,1,250,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5715,626,"Jordan Beneficiary","Female","Syria",0,1,0,0,27,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Karak",2022-01-23 08:03:59,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-01-27,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Help Me Find a Job",NA,"Friend","Factory production",NA,NA,"Yes",5,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5716,630,"Jordan Beneficiary","Female","Syria",0,1,0,0,31,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Karak",2022-01-19 10:47:59,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-01-27,"Job Training and Placement","Divorced",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Help Me Find a Job",NA,"Friend","Factory production",NA,NA,"Yes",2,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5717,627,"Jordan Beneficiary","Female","Syria",0,1,0,0,20,NA,"Tawjihi ? Incomplete",NA,0,"NA",2021-01-31,627,NA,"Zarqa",2022-01-19 11:59:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-01-27,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",8,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",25,25,0,0.00%,24,19,5,26.32%
5718,960,"Jordan Beneficiary","Female","Syria",0,1,0,0,32,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Mafraq",2022-01-19 12:07:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-07,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",7,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5719,885,"Morocco Beneficiary","Male","Morocco",1,1,0,1,28,"Finance/Audit","Bac+5",2020-10-10,0,"NA",2021-02-26,601,"Kénitra","Rabat-Salé-Kénitra",2021-08-25 09:00:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-02-04,NA,NA,NA,"No","Yes","3 Months or Less","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Improve Professional Skills",NA,"Facebook","Finance/Audit","Management/Economy",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5720,734,"Jordan Beneficiary","Female","Syria",0,1,0,0,28,NA,"Tawjihi ? Incomplete",NA,0,"NA",2021-01-31,627,NA,"Irbid",2021-05-03 06:30:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-01,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Learn to Plan Career Path",NA,"Friend","Factory production",NA,NA,"Yes",4,1,200,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",25,20,5,25.00%,19,17,2,11.76%
5721,848,"Egypt Beneficiary","Female","Egypt",1,1,0,0,24,"Business administration","University Degree",2020-10-23,0,"NA",2021-03-21,578,NA,"Minya",2021-11-10 07:39:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Egypt Beneficiary","Accepted",2021-02-01,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Lack of job opportunities in the market",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Improve Job Search Skills",NA,"Friend","Banking/Finance","Advertising/Marketing/PR",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5722,889,"Palestine Beneficiary","Male","Palestine",0,1,0,0,26,"Other","University Degree",2020-06-06,0,"NA",2021-03-04,595,NA,"Tulkarm",2022-01-15 08:42:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Palestine Beneficiary","Accepted",2021-02-04,"Job Training and Placement","Single",NA,"No","Yes","7-9 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Help Me Find a Job",NA,"Facebook","Banking/Finance","Government",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Very Strong",NA,NA,NA,"Good",1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5723,745,"Jordan Beneficiary","Female","Syria",0,1,0,0,22,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Zarqa",2022-01-23 07:34:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-01,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",4,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",21,23,-2,-8.70%,20,22,-2,-9.09%
5724,958,"Jordan Beneficiary","Female","Syria",0,1,0,0,35,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Mafraq",2022-01-19 10:15:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-07,"Job Training and Placement","Widowed",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",3,1,200,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5725,730,"Jordan Beneficiary","Female","Syria",0,1,0,0,26,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Zarqa",2022-01-23 07:38:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-02-01,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",1,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",23,15,8,53.33%,19,17,2,11.76%
5726,617,"Jordan Beneficiary","Female","Syria",0,1,0,0,25,NA,"Below Tawjihi",NA,0,"NA",2021-01-31,627,NA,"Karak",2022-01-19 11:19:59,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2021-01-27,"Job Training and Placement","Married",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",0,0,0,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",25,22,3,13.64%,25,23,2,8.70%
5727,4924,"SaudiArabia Beneficiary","Female","Saudi Arabia",0,1,0,0,32,"Other","University Degree",2012-07-06,0,"NA",2021-09-30,385,NA,"Riyadh",2022-06-08 10:46:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SaudiArabia Beneficiary","Enrolled",2021-09-24,"Pathways to a Job",NA,NA,"Yes",NA,NA,NA,NA,"Part-time","Limited-Term Contract (Full-Time)",NA,"6 months - 1 year",NA,NA,NA,NA,NA,NA,NA,2021-09-05,"No","Improve Professional Skills",NA,"Other","Administration","Education/Training/Coaching",NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","More than 3 years","Intermediate",NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5728,2073,"Morocco Beneficiary","Female","Morocco",0,1,0,1,26,"Biology/Chemistry","Bac+5",2019-12-25,0,"NA",2021-07-27,450,"Casablanca","Casablanca-Settat",2022-04-19 07:08:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-06-15,"Pathways to a Job",NA,NA,"No","Yes","More than 1 Year","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Improve Professional Skills",NA,"Search engine (e.g. Google)","Education/Training/Coaching","Biology/Chemistry",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5729,5656,"Jordan Beneficiary","Male","Syria",0,1,0,0,37,NA,"Tawjihi ? Incomplete",NA,0,"NA",2022-03-01,233,NA,"East Amman",2022-07-25 05:00:00,NA,NA,NA,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Beneficiary","Enrolled",2022-04-03,"Job Training and Placement","Single",NA,"No","Yes","4-6 Months","Insufficient professional experience",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,"No","Work in Field That This Training is Focused",NA,"Facebook","Factory production",NA,NA,"Yes",7,1,350,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
5730,1072,"Morocco Beneficiary","Female","Morocco",1,1,0,1,35,"Hospitality/Catering/Tourism","Bac+4",2011-08-01,0,"NA",2021-03-17,582,"Casablanca","Casablanca-Settat",2021-04-15 08:06:00,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-03-01,NA,NA,NA,"No","Yes","7-9 Months","Area of study not relevant to job opportunities",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"Yes",NA,"No","Improve Professional Skills",NA,"Facebook","Hospitality/Catering/Tourism","Marketing/Advertising",NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",22,17,5,29.41%,21,15,6,40.00%
5731,1041,"Morocco Beneficiary","Male","Morocco",1,1,0,1,28,"Biology/Chemistry","Bac+3",2018-08-23,0,"NA",2021-02-20,607,NA,"Ville de Safi",2021-04-13 11:50:00,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morocco Beneficiary","Enrolled",2021-03-04,NA,NA,NA,"No","Yes","10-12 Months","Difficulty in interviewing",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"No",NA,"No","Improve Professional Skills",NA,"Facebook","Biology/Chemistry",NA,NA,"Yes",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Not Reached at 12 Months",7,NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,"Data Not Available",NA,NA,NA, NA,NA,NA,NA, NA
